Time (UTC),Latitude,Longitude,Altitude,Satellites,HDOP,True Heading
2024-03-23 15:35:35.600000,47.168521572166675,-1.2674461645000001,68.271,20,0.7,126.14
2024-03-23 15:35:35.700000,47.168521544166666,-1.2674460669999998,68.278,20,0.7,97.87
2024-03-23 15:35:35.800000,47.16852153433333,-1.2674461171666667,68.272,20,0.7,318.89
2024-03-23 15:35:35.900000,47.16852151283333,-1.2674461016666667,68.276,20,0.7,8.46
2024-03-23 15:35:36,47.16852150733333,-1.2674461135,68.278,20,0.7,313.09
2024-03-23 15:35:36.100000,47.16852151433333,-1.2674461298333335,68.285,20,0.7,310.85
2024-03-23 15:35:36.200000,47.168521507,-1.2674461394999998,68.294,20,0.7,193.21
2024-03-23 15:35:36.300000,47.168521487,-1.2674461639999999,68.290,20,0.7,274.69
2024-03-23 15:35:36.400000,47.168521490500005,-1.2674461508333332,68.300,20,0.7,146.27
2024-03-23 15:35:36.500000,47.16852144716666,-1.2674461099999998,68.314,20,0.7,201.91
2024-03-23 15:35:36.600000,47.1685214225,-1.2674460345,68.330,20,0.7,184.05
2024-03-23 15:35:36.700000,47.168521378,-1.2674460008333335,68.333,20,0.7,246.47
2024-03-23 15:35:36.800000,47.168521336999994,-1.2674459351666667,68.363,20,0.7,105.73
2024-03-23 15:35:36.900000,47.16852129083333,-1.2674458775000002,68.372,20,0.7,312.70
2024-03-23 15:35:37,47.16852124933333,-1.2674458218333333,68.389,20,0.7,139.07
2024-03-23 15:35:37.100000,47.16852124266667,-1.2674457546666666,68.401,21,0.6,29.04
2024-03-23 15:35:37.200000,47.16852121683334,-1.267445691,68.422,21,0.6,186.01
2024-03-23 15:35:37.300000,47.168521190833324,-1.2674457111666666,68.420,21,0.6,293.23
2024-03-23 15:35:37.400000,47.168521227999996,-1.267445736,68.443,21,0.6,2.30
2024-03-23 15:35:37.500000,47.168521223499994,-1.267445731,68.432,21,0.6,285.36
2024-03-23 15:35:37.600000,47.168521217666665,-1.2674457261666667,68.443,21,0.6,136.28
2024-03-23 15:35:37.700000,47.1685212125,-1.2674457495000002,68.446,21,0.6,256.03
2024-03-23 15:35:37.800000,47.168521223499994,-1.2674457506666668,68.459,21,0.6,8.31
2024-03-23 15:35:37.900000,47.16852121983334,-1.2674457486666666,68.452,21,0.6,312.11
2024-03-23 15:35:38,47.168521236333326,-1.2674457805000001,68.455,21,0.6,54.27
2024-03-23 15:35:38.100000,47.16852125733333,-1.2674457696666668,68.462,21,0.6,80.92
2024-03-23 15:35:38.200000,47.16852126683334,-1.2674457671666666,68.466,21,0.6,35.43
2024-03-23 15:35:38.300000,47.16852128416667,-1.2674458291666668,68.473,21,0.6,333.17
2024-03-23 15:35:38.400000,47.16852125883334,-1.2674458259999999,68.472,21,0.6,110.14
2024-03-23 15:35:38.500000,47.16852129233333,-1.2674458421666666,68.486,21,0.6,215.19
2024-03-23 15:35:38.600000,47.16852128533333,-1.2674458276666667,68.479,22,0.6,330.42
2024-03-23 15:35:38.700000,47.168521313999996,-1.2674458501666666,68.491,22,0.6,145.71
2024-03-23 15:35:38.800000,47.16852130283334,-1.2674458583333332,68.491,22,0.6,225.07
2024-03-23 15:35:38.900000,47.16852129166667,-1.2674458498333334,68.494,22,0.6,174.19
2024-03-23 15:35:39,47.16852129233333,-1.2674458458333333,68.494,22,0.6,153.87
2024-03-23 15:35:39.100000,47.168521318333326,-1.2674458636666666,68.496,22,0.6,227.74
2024-03-23 15:35:39.200000,47.168521307333336,-1.2674458633333332,68.493,22,0.6,308.04
2024-03-23 15:35:39.300000,47.16852134083333,-1.2674458696666666,68.495,22,0.6,61.83
2024-03-23 15:35:39.400000,47.16852135933333,-1.267445865,68.491,22,0.6,61.95
2024-03-23 15:35:39.500000,47.168521347500004,-1.2674458831666666,68.486,22,0.6,295.90
2024-03-23 15:35:39.600000,47.16852133249999,-1.2674458256666665,68.486,22,0.6,260.55
2024-03-23 15:35:39.700000,47.1685213505,-1.2674458713333334,68.482,22,0.6,144.28
2024-03-23 15:35:39.800000,47.168521352499994,-1.2674458485,68.475,22,0.6,273.05
2024-03-23 15:35:39.900000,47.168521324,-1.2674458661666668,68.483,22,0.6,310.56
2024-03-23 15:35:40,47.168521330666664,-1.2674458568333333,68.473,22,0.6,193.00
2024-03-23 15:35:40.100000,47.16852132016667,-1.2674458713333334,68.476,22,0.6,318.29
2024-03-23 15:35:40.200000,47.16852132099999,-1.2674458626666667,68.470,22,0.6,53.23
2024-03-23 15:35:40.300000,47.16852132016667,-1.2674458745,68.464,22,0.6,208.34
2024-03-23 15:35:40.400000,47.1685213265,-1.2674458715,68.466,22,0.6,27.30
2024-03-23 15:35:40.500000,47.168521330666664,-1.2674458928333334,68.465,22,0.6,106.69
2024-03-23 15:35:40.600000,47.1685213065,-1.2674458880000001,68.459,22,0.6,243.88
2024-03-23 15:35:40.700000,47.16852129133334,-1.2674459016666666,68.461,22,0.6,159.61
2024-03-23 15:35:40.800000,47.1685213005,-1.2674458953333332,68.455,22,0.6,250.36
2024-03-23 15:35:40.900000,47.168521304166674,-1.2674459045,68.458,22,0.6,156.90
2024-03-23 15:35:41,47.16852130033333,-1.2674459168333332,68.451,22,0.6,105.66
2024-03-23 15:35:41.100000,47.16852131816666,-1.2674458846666667,68.452,22,0.6,167.39
2024-03-23 15:35:41.200000,47.16852130166667,-1.2674459126666666,68.447,22,0.6,120.90
2024-03-23 15:35:41.300000,47.168521297666665,-1.2674458941666666,68.447,22,0.6,86.92
2024-03-23 15:35:41.400000,47.16852126733333,-1.2674458566666669,68.453,22,0.6,17.40
2024-03-23 15:35:41.500000,47.16852125583333,-1.2674458258333334,68.451,22,0.6,179.15
2024-03-23 15:35:41.600000,47.16852124216666,-1.267445816,68.458,22,0.6,84.62
2024-03-23 15:35:41.700000,47.16852123416667,-1.2674458186666666,68.459,22,0.6,204.32
2024-03-23 15:35:41.800000,47.168521219166664,-1.2674457851666667,68.468,22,0.6,334.95
2024-03-23 15:35:41.900000,47.168521217333335,-1.2674457845,68.459,22,0.6,147.74
2024-03-23 15:35:42,47.16852120266667,-1.2674457701666666,68.464,22,0.6,200.16
2024-03-23 15:35:42.100000,47.16852122016667,-1.2674457816666667,68.459,22,0.6,68.08
2024-03-23 15:35:42.200000,47.16852121616667,-1.2674457534999999,68.467,22,0.6,270.74
2024-03-23 15:35:42.300000,47.168521207666664,-1.2674457573333333,68.460,22,0.6,135.72
2024-03-23 15:35:42.400000,47.168521200833325,-1.267445744,68.464,22,0.6,179.27
2024-03-23 15:35:42.500000,47.168521200499995,-1.2674457598333333,68.456,22,0.6,290.12
2024-03-23 15:35:42.600000,47.16852120716667,-1.2674457388333333,68.460,22,0.6,31.11
2024-03-23 15:35:42.700000,47.16852121566667,-1.2674457468333333,68.466,22,0.6,20.28
2024-03-23 15:35:42.800000,47.168521210499996,-1.2674457715,68.458,22,0.6,321.69
2024-03-23 15:35:42.900000,47.168521222833334,-1.2674457451666665,68.456,22,0.6,26.36
2024-03-23 15:35:43,47.16852121183333,-1.2674457613333334,68.448,22,0.6,175.90
2024-03-23 15:35:43.100000,47.168521222500004,-1.2674457975,68.438,22,0.6,334.10
2024-03-23 15:35:43.200000,47.16852123683334,-1.2674457868333335,68.440,22,0.6,2.98
2024-03-23 15:35:43.300000,47.168521232333326,-1.2674457975,68.435,23,0.6,249.31
2024-03-23 15:35:43.400000,47.168521250000005,-1.2674458149999999,68.432,23,0.6,245.60
2024-03-23 15:35:43.500000,47.16852122266667,-1.2674457751666668,68.432,23,0.6,210.23
2024-03-23 15:35:43.600000,47.16852122550001,-1.2674457995,68.428,23,0.6,177.54
2024-03-23 15:35:43.700000,47.16852121533334,-1.2674457826666665,68.425,23,0.6,83.32
2024-03-23 15:35:43.800000,47.168521206166666,-1.2674457916666666,68.418,23,0.6,57.90
2024-03-23 15:35:43.900000,47.168521201666664,-1.2674457553333334,68.419,23,0.6,58.44
2024-03-23 15:35:44,47.16852119816667,-1.267445778,68.413,23,0.6,53.06
2024-03-23 15:35:44.100000,47.168521206166666,-1.2674458021666666,68.413,23,0.6,53.83
2024-03-23 15:35:44.200000,47.16852120566667,-1.2674457738333333,68.410,23,0.6,63.17
2024-03-23 15:35:44.300000,47.16852120633333,-1.2674457926666667,68.402,23,0.6,190.54
2024-03-23 15:35:44.400000,47.16852120183333,-1.267445769,68.415,23,0.6,25.30
2024-03-23 15:35:44.500000,47.168521195833335,-1.2674457815,68.399,23,0.6,241.47
2024-03-23 15:35:44.600000,47.168521206499996,-1.267445801,68.401,23,0.6,149.42
2024-03-23 15:35:44.700000,47.168521215166656,-1.267445779,68.396,23,0.6,92.04
2024-03-23 15:35:44.800000,47.16852122183333,-1.2674457799999999,68.393,23,0.6,276.60
2024-03-23 15:35:44.900000,47.16852118400001,-1.2674458146666665,68.415,23,0.6,218.39
2024-03-23 15:35:45,47.168521147499995,-1.2674458448333332,68.406,23,0.6,55.40
2024-03-23 15:35:45.100000,47.16852117333333,-1.2674458223333334,68.387,23,0.6,42.61
2024-03-23 15:35:45.200000,47.16852115816667,-1.2674458521666667,68.380,23,0.6,31.47
2024-03-23 15:35:45.300000,47.16852118233334,-1.2674458018333332,68.376,23,0.6,81.53
2024-03-23 15:35:45.400000,47.16852119566667,-1.2674457668333334,68.380,23,0.6,296.69
2024-03-23 15:35:45.500000,47.16852119383334,-1.2674457795,68.368,23,0.6,158.87
2024-03-23 15:35:45.600000,47.16852117633333,-1.2674457826666665,68.370,23,0.6,51.70
2024-03-23 15:35:45.700000,47.16852118716667,-1.2674457426666665,68.369,23,0.6,212.70
2024-03-23 15:35:45.800000,47.168521174999995,-1.2674457385,68.364,23,0.6,344.56
2024-03-23 15:35:45.900000,47.168521197000004,-1.2674457281666667,68.360,23,0.6,201.48
2024-03-23 15:35:46,47.168521150333326,-1.2674457665,68.359,23,0.6,21.75
2024-03-23 15:35:46.100000,47.16852117199999,-1.2674457153333334,68.363,23,0.6,17.10
2024-03-23 15:35:46.200000,47.16852117316667,-1.2674457666666665,68.354,23,0.6,165.98
2024-03-23 15:35:46.300000,47.16852109533333,-1.2674456801666667,68.363,23,0.6,146.16
2024-03-23 15:35:46.400000,47.168521119,-1.2674457461666666,68.353,23,0.6,2.40
2024-03-23 15:35:46.500000,47.16852104583333,-1.2674457081666666,68.357,23,0.6,90.64
2024-03-23 15:35:46.600000,47.16852106500001,-1.2674457205,68.355,23,0.6,341.97
2024-03-23 15:35:46.700000,47.16852110883333,-1.2674457528333332,68.347,23,0.6,306.01
2024-03-23 15:35:46.800000,47.16852110683333,-1.2674457488333335,68.344,23,0.6,309.14
2024-03-23 15:35:46.900000,47.16852104483334,-1.2674457123333334,68.354,23,0.6,172.02
2024-03-23 15:35:47,47.16852103333334,-1.2674456568333334,68.359,23,0.6,343.28
2024-03-23 15:35:47.100000,47.16852100866666,-1.2674456316666667,68.365,23,0.6,150.70
2024-03-23 15:35:47.200000,47.16852102233334,-1.2674456255,68.363,23,0.6,298.86
2024-03-23 15:35:47.300000,47.16852100050001,-1.2674456141666668,68.367,23,0.6,355.92
2024-03-23 15:35:47.400000,47.16852099533333,-1.2674456548333335,68.354,23,0.6,240.64
2024-03-23 15:35:47.500000,47.16852103433333,-1.2674457196666669,68.355,23,0.6,311.66
2024-03-23 15:35:47.600000,47.168521012333336,-1.2674456835,68.355,21,0.7,129.94
2024-03-23 15:35:47.700000,47.168520991499996,-1.2674457273333335,68.360,21,0.7,304.06
2024-03-23 15:35:47.800000,47.16852098733334,-1.2674456788333333,68.365,21,0.7,20.60
2024-03-23 15:35:47.900000,47.168520926666666,-1.267445736,68.350,21,0.7,191.09
2024-03-23 15:35:48,47.16852098966667,-1.2674457046666667,68.374,21,0.7,346.24
2024-03-23 15:35:48.100000,47.16852097616667,-1.2674456410000001,68.378,21,0.7,76.29
2024-03-23 15:35:48.200000,47.16852101083334,-1.2674456743333333,68.365,21,0.7,325.74
2024-03-23 15:35:48.300000,47.16852109033333,-1.2674457748333334,68.376,21,0.7,2.39
2024-03-23 15:35:48.400000,47.1685210735,-1.2674458725000002,68.368,21,0.7,90.60
2024-03-23 15:35:48.500000,47.16852112683333,-1.2674458955,68.370,21,0.7,289.92
2024-03-23 15:35:48.600000,47.168521092000006,-1.2674459623333334,68.347,21,0.7,149.01
2024-03-23 15:35:48.700000,47.16852107449999,-1.2674459078333333,68.358,21,0.7,158.49
2024-03-23 15:35:48.800000,47.16852110200001,-1.2674459385,68.364,21,0.7,349.85
2024-03-23 15:35:48.900000,47.168521110499995,-1.2674459213333333,68.365,21,0.7,6.16
2024-03-23 15:35:49,47.16852110866667,-1.267445954,68.358,21,0.7,217.57
2024-03-23 15:35:49.100000,47.16852110883333,-1.2674459164999998,68.368,21,0.7,88.97
2024-03-23 15:35:49.200000,47.16852107916667,-1.2674459106666667,68.357,21,0.7,204.23
2024-03-23 15:35:49.300000,47.16852105383334,-1.2674458893333334,68.372,21,0.7,357.70
2024-03-23 15:35:49.400000,47.16852104666667,-1.2674459383333332,68.356,21,0.7,187.29
2024-03-23 15:35:49.500000,47.16852106916667,-1.2674459401666667,68.358,21,0.7,86.98
2024-03-23 15:35:49.600000,47.16852107366667,-1.2674459786666668,68.354,21,0.7,206.44
2024-03-23 15:35:49.700000,47.1685211115,-1.2674459686666668,68.354,21,0.7,355.06
2024-03-23 15:35:49.800000,47.168521071833325,-1.2674459873333332,68.355,21,0.7,110.44
2024-03-23 15:35:49.900000,47.168521017500005,-1.2674459006666665,68.363,21,0.7,114.48
2024-03-23 15:35:50,47.168521004166664,-1.267445928,68.357,21,0.7,199.74
2024-03-23 15:35:50.100000,47.16852102716666,-1.2674459171666665,68.369,21,0.7,298.25
2024-03-23 15:35:50.200000,47.1685210655,-1.2674459556666666,68.361,21,0.7,305.12
2024-03-23 15:35:50.300000,47.16852100683333,-1.2674459541666667,68.363,21,0.7,158.77
2024-03-23 15:35:50.400000,47.16852104083333,-1.2674458798333332,68.375,21,0.7,311.79
2024-03-23 15:35:50.500000,47.16852101999999,-1.267445907,68.388,21,0.7,20.00
2024-03-23 15:35:50.600000,47.16852109066667,-1.2674459281666666,68.379,21,0.7,344.17
2024-03-23 15:35:50.700000,47.16852103316666,-1.267445913,68.381,21,0.7,149.73
2024-03-23 15:35:50.800000,47.16852100999999,-1.2674458591666666,68.393,21,0.7,41.46
2024-03-23 15:35:50.900000,47.168521045666665,-1.2674458318333333,68.379,21,0.7,239.41
2024-03-23 15:35:51,47.168521005,-1.2674457940000001,68.384,21,0.7,144.12
2024-03-23 15:35:51.100000,47.16852101483334,-1.2674457338333334,68.391,21,0.7,357.98
2024-03-23 15:35:51.200000,47.168521002333335,-1.2674457981666667,68.390,21,0.7,205.99
2024-03-23 15:35:51.300000,47.168521002999995,-1.2674458245,68.375,21,0.7,64.06
2024-03-23 15:35:51.400000,47.168521049666666,-1.2674457491666669,68.386,21,0.7,177.01
2024-03-23 15:35:51.500000,47.168521002999995,-1.2674457476666667,68.390,21,0.7,93.97
2024-03-23 15:35:51.600000,47.168521006000006,-1.2674457675,68.386,21,0.7,229.40
2024-03-23 15:35:51.700000,47.16852100366667,-1.2674457650000002,68.383,21,0.7,61.47
2024-03-23 15:35:51.800000,47.168520964333325,-1.2674457495000002,68.387,21,0.7,190.97
2024-03-23 15:35:51.900000,47.16852096816667,-1.2674457221666666,68.381,21,0.7,59.44
2024-03-23 15:35:52,47.16852098333334,-1.2674457625,68.380,21,0.7,232.25
2024-03-23 15:35:52.100000,47.16852096533333,-1.2674457456666666,68.377,21,0.7,137.87
2024-03-23 15:35:52.200000,47.16852098733334,-1.2674456680000001,68.381,21,0.7,17.27
2024-03-23 15:35:52.300000,47.16852098866666,-1.2674457115,68.376,21,0.7,234.33
2024-03-23 15:35:52.400000,47.16852097666666,-1.2674457068333331,68.380,21,0.7,23.20
2024-03-23 15:35:52.500000,47.16852099183334,-1.2674457478333334,68.360,21,0.7,264.97
2024-03-23 15:35:52.600000,47.168521007333325,-1.2674457801666668,68.372,21,0.7,69.97
2024-03-23 15:35:52.700000,47.1685209765,-1.2674457433333333,68.366,21,0.7,153.49
2024-03-23 15:35:52.800000,47.168520974833335,-1.2674457128333332,68.382,21,0.7,295.11
2024-03-23 15:35:52.900000,47.168520980166676,-1.2674457938333332,68.357,21,0.7,177.61
2024-03-23 15:35:53,47.168520949333335,-1.2674458093333332,68.388,21,0.7,139.00
2024-03-23 15:35:53.100000,47.168520952833326,-1.2674458411666667,68.382,21,0.7,299.16
2024-03-23 15:35:53.200000,47.16852092466667,-1.267445822,68.384,21,0.7,71.84
2024-03-23 15:35:53.300000,47.16852094083333,-1.2674458108333333,68.366,21,0.7,238.35
2024-03-23 15:35:53.400000,47.16852094116666,-1.2674458318333333,68.377,21,0.7,163.39
2024-03-23 15:35:53.500000,47.16852094983333,-1.2674458531666666,68.370,21,0.7,301.17
2024-03-23 15:35:53.600000,47.16852093266666,-1.2674457716666665,68.373,21,0.7,121.97
2024-03-23 15:35:53.700000,47.16852093000001,-1.2674457241666666,68.364,21,0.7,333.45
2024-03-23 15:35:53.800000,47.168520932499995,-1.2674457595,68.361,21,0.7,257.44
2024-03-23 15:35:53.900000,47.168520926333336,-1.2674457444999998,68.363,21,0.7,253.89
2024-03-23 15:35:54,47.168520928499994,-1.267445788,68.358,21,0.7,305.27
2024-03-23 15:35:54.100000,47.16852094266666,-1.2674458088333334,68.355,21,0.7,175.23
2024-03-23 15:35:54.200000,47.16852088383333,-1.267445804,68.359,21,0.7,5.57
2024-03-23 15:35:54.300000,47.168520920333336,-1.2674458599999998,68.354,21,0.7,63.00
2024-03-23 15:35:54.400000,47.16852091933333,-1.2674458865,68.348,21,0.7,41.94
2024-03-23 15:35:54.500000,47.16852091166667,-1.2674457868333335,68.349,21,0.7,81.40
2024-03-23 15:35:54.600000,47.16852093083333,-1.2674458441666667,68.342,21,0.7,275.75
2024-03-23 15:35:54.700000,47.168520889166665,-1.2674458185,68.349,21,0.7,145.81
2024-03-23 15:35:54.800000,47.16852093016667,-1.2674458281666667,68.351,21,0.7,305.72
2024-03-23 15:35:54.900000,47.16852093999999,-1.2674458183333333,68.351,21,0.7,325.19
2024-03-23 15:35:55,47.16852092266666,-1.2674458723333333,68.339,21,0.7,186.70
2024-03-23 15:35:55.100000,47.16852096133333,-1.2674459013333332,68.339,21,0.7,333.52
2024-03-23 15:35:55.200000,47.168520965166664,-1.2674459496666666,68.331,21,0.7,120.31
2024-03-23 15:35:55.300000,47.1685209625,-1.2674459178333333,68.342,21,0.7,203.66
2024-03-23 15:35:55.400000,47.16852096666666,-1.2674459106666667,68.333,21,0.7,334.21
2024-03-23 15:35:55.500000,47.16852096033334,-1.267445957,68.324,21,0.7,277.42
2024-03-23 15:35:55.600000,47.168520965,-1.2674459706666668,68.327,21,0.7,46.69
2024-03-23 15:35:55.700000,47.16852092166667,-1.2674459243333334,68.323,21,0.7,104.20
2024-03-23 15:35:55.800000,47.1685209405,-1.2674459770000002,68.317,21,0.7,264.67
2024-03-23 15:35:55.900000,47.16852093516666,-1.2674459231666666,68.322,21,0.7,112.24
2024-03-23 15:35:56,47.16852093733334,-1.2674459083333334,68.311,21,0.7,276.22
2024-03-23 15:35:56.100000,47.1685209435,-1.2674459136666667,68.322,21,0.7,113.14
2024-03-23 15:35:56.200000,47.16852090283334,-1.2674458835,68.318,21,0.7,230.89
2024-03-23 15:35:56.300000,47.16852091283334,-1.2674458816666667,68.317,21,0.7,316.02
2024-03-23 15:35:56.400000,47.16852089099999,-1.2674459096666666,68.305,21,0.7,161.22
2024-03-23 15:35:56.500000,47.16852091983333,-1.2674459483333333,68.314,21,0.7,340.19
2024-03-23 15:35:56.600000,47.16852091333333,-1.2674459091666668,68.312,21,0.7,30.47
2024-03-23 15:35:56.700000,47.168520863666664,-1.2674459166666667,68.307,21,0.7,103.59
2024-03-23 15:35:56.800000,47.168520887666666,-1.267445889,68.305,21,0.7,154.95
2024-03-23 15:35:56.900000,47.168520846833324,-1.2674459116666665,68.301,21,0.7,303.51
2024-03-23 15:35:57,47.16852082616666,-1.2674459535,68.295,21,0.7,241.28
2024-03-23 15:35:57.100000,47.16852079016667,-1.2674459456666667,68.300,21,0.7,180.15
2024-03-23 15:35:57.200000,47.16852079533334,-1.2674459446666666,68.286,21,0.7,230.81
2024-03-23 15:35:57.300000,47.16852080566667,-1.2674459128333335,68.313,21,0.7,119.74
2024-03-23 15:35:57.400000,47.16852079333333,-1.2674458796666668,68.303,21,0.7,336.49
2024-03-23 15:35:57.500000,47.16852082133334,-1.2674459163333334,68.295,21,0.7,209.10
2024-03-23 15:35:57.600000,47.16852078,-1.2674458916666667,68.303,21,0.7,8.66
2024-03-23 15:35:57.700000,47.16852080516666,-1.2674458843333334,68.298,21,0.7,97.46
2024-03-23 15:35:57.800000,47.16852080733334,-1.267445867,68.303,21,0.7,28.92
2024-03-23 15:35:57.900000,47.16852079716667,-1.2674459089999999,68.294,21,0.7,179.17
2024-03-23 15:35:58,47.1685207685,-1.2674458736666667,68.296,21,0.7,109.35
2024-03-23 15:35:58.100000,47.16852078316666,-1.2674458816666667,68.297,21,0.7,299.09
2024-03-23 15:35:58.200000,47.16852078566667,-1.2674458916666667,68.298,21,0.7,173.83
2024-03-23 15:35:58.300000,47.16852076266667,-1.2674458766666667,68.301,21,0.7,316.83
2024-03-23 15:35:58.400000,47.1685207825,-1.2674459028333334,68.294,21,0.7,165.33
2024-03-23 15:35:58.500000,47.1685207485,-1.2674458453333335,68.306,21,0.7,75.54
2024-03-23 15:35:58.600000,47.168520783,-1.2674458848333332,68.294,21,0.7,301.53
2024-03-23 15:35:58.700000,47.16852074316667,-1.2674459286666666,68.293,21,0.7,60.43
2024-03-23 15:35:58.800000,47.168520746166664,-1.2674459078333333,68.284,21,0.7,303.75
2024-03-23 15:35:58.900000,47.168520770833325,-1.2674458695000002,68.302,21,0.7,5.82
2024-03-23 15:35:59,47.16852078633333,-1.267445915833333,68.291,21,0.7,237.10
2024-03-23 15:35:59.100000,47.168520794,-1.2674459141666667,68.294,21,0.7,135.97
2024-03-23 15:35:59.200000,47.16852078266667,-1.2674458626666667,68.296,21,0.7,28.54
2024-03-23 15:35:59.300000,47.16852078933333,-1.267445836,68.298,21,0.7,256.87
2024-03-23 15:35:59.400000,47.168520765,-1.2674458095,68.288,21,0.7,155.78
2024-03-23 15:35:59.500000,47.16852074066666,-1.2674457953333333,68.298,21,0.7,311.53
2024-03-23 15:35:59.600000,47.16852073183333,-1.2674457916666666,68.294,21,0.7,119.76
2024-03-23 15:35:59.700000,47.16852069983334,-1.2674457921666669,68.289,21,0.7,195.75
2024-03-23 15:35:59.800000,47.1685207115,-1.2674457728333333,68.298,21,0.7,135.98
2024-03-23 15:35:59.900000,47.168520748999995,-1.2674457543333333,68.299,20,0.7,322.25
2024-03-23 15:36:00,47.16852070116667,-1.2674458166666667,68.294,20,0.7,201.37
2024-03-23 15:36:00.100000,47.16852069766666,-1.2674458151666668,68.302,20,0.7,40.12
2024-03-23 15:36:00.200000,47.16852071,-1.2674457923333333,68.308,20,0.7,34.37
2024-03-23 15:36:00.300000,47.16852075233334,-1.2674458298333335,68.304,20,0.7,199.10
